Wind field grid (90 x 90) centered at (50.49, 56.44)
Grid resolution: Δlon = 1.01°, Δlat = 1.01°

Grid (39.438, 88.989): Vx = -187.544  Vy =  -63.702  | Speed =  198.067  Dir = W
Grid (40.449, 88.989): Vx = -189.503  Vy =  -58.481  | Speed =  198.321  Dir = W
Grid (41.461, 88.989): Vx = -191.308  Vy =  -53.094  | Speed =  198.539  Dir = W
Grid (42.472, 88.989): Vx = -192.949  Vy =  -47.556  | Speed =  198.723  Dir = W
Grid (43.483, 88.989): Vx = -194.418  Vy =  -41.878  | Speed =  198.877  Dir = W
Grid (44.494, 88.989): Vx = -195.706  Vy =  -36.075  | Speed =  199.004  Dir = W
Grid (45.506, 88.989): Vx = -196.807  Vy =  -30.164  | Speed =  199.106  Dir = W
Grid (46.517, 88.989): Vx = -197.714  Vy =  -24.161  | Speed =  199.185  Dir = W
Grid (47.528, 88.989): Vx = -198.423  Vy =  -18.083  | Speed =  199.245  Dir = W
Grid (48.539, 88.989): Vx = -198.927  Vy =  -11.949  | Speed =  199.286  Dir = W
Grid (49.551, 88.989): Vx = -199.226  Vy =   -5.778  | Speed =  199.310  Dir = W
Grid (50.562, 88.989): Vx = -199.316  Vy =    0.411  | Speed =  199.317  Dir = W
Grid (51.573, 88.989): Vx = -199.198  Vy =    6.600  | Speed =  199.307  Dir = W
Grid (52.584, 88.989): Vx = -198.872  Vy =   12.767  | Speed =  199.281  Dir = W
Grid (53.596, 88.989): Vx = -198.340  Vy =   18.895  | Speed =  199.238  Dir = W
Grid (54.607, 88.989): Vx = -197.605  Vy =   24.964  | Speed =  199.176  Dir = W
Grid (55.618, 88.989): Vx = -196.672  Vy =   30.956  | Speed =  199.093  Dir = W
Grid (56.629, 88.989): Vx = -195.546  Vy =   36.853  | Speed =  198.988  Dir = W
Grid (57.640, 88.989): Vx = -194.233  Vy =   42.640  | Speed =  198.858  Dir = W
Grid (58.652, 88.989): Vx = -192.741  Vy =   48.300  | Speed =  198.700  Dir = W
Grid (59.663, 88.989): Vx = -191.077  Vy =   53.819  | Speed =  198.512  Dir = W
Grid (60.674, 88.989): Vx = -189.251  Vy =   59.184  | Speed =  198.290  Dir = W
Grid (61.685, 88.989): Vx = -187.272  Vy =   64.383  | Speed =  198.031  Dir = W
Grid (62.697, 88.989): Vx = -185.150  Vy =   69.406  | Speed =  197.731  Dir = W
Grid (63.708, 88.989): Vx = -182.894  Vy =   74.242  | Speed =  197.388  Dir = W
Grid (64.719, 88.989): Vx = -180.516  Vy =   78.884  | Speed =  196.999  Dir = NW
Grid (65.730, 88.989): Vx = -178.025  Vy =   83.326  | Speed =  196.561  Dir = NW
Grid (66.742, 88.989): Vx = -175.432  Vy =   87.563  | Speed =  196.070  Dir = NW
Grid (67.753, 88.989): Vx = -172.746  Vy =   91.589  | Speed =  195.525  Dir = NW
Grid (68.764, 88.989): Vx = -169.980  Vy =   95.403  | Speed =  194.922  Dir = NW
Grid (69.775, 88.989): Vx = -167.141  Vy =   99.002  | Speed =  194.262  Dir = NW
Grid (70.787, 88.989): Vx = -164.240  Vy =  102.386  | Speed =  193.540  Dir = NW
Grid (71.798, 88.989): Vx = -161.287  Vy =  105.556  | Speed =  192.757  Dir = NW
Grid (72.809, 88.989): Vx = -158.289  Vy =  108.511  | Speed =  191.912  Dir = NW
